Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Ashleigh Barty (14143346),Ashleigh Barty,14143346,P,9500,Collins@Barty 01/17/2020 03:00AM ET,Barty,63.71,0.667896454315215,1,-195,-220,-190,0.661016949152542,0.6875,0.655172413793103,1
P,Elena Rybakina (14143347),Elena Rybakina,14143347,P,9200,Rybakina@Watson 01/17/2020 01:45AM ET,Rybakina,56.3,0.662835249042146,1,-200,-200,-190,0.666666666666667,0.666666666666667,0.655172413793103,1
P,Andrey Rublev (14143348),Andrey Rublev,14143348,P,9000,Auger-Aliassime@Rublev 01/17/2020 04:15AM ET,Rublev,52.42,0.647749510763209,1,-180,-192,-180,0.642857142857143,0.657534246575342,0.642857142857143,1
P,Hubert Hurkacz (14143349),Hubert Hurkacz,14143349,P,8900,Paire@Hurkacz 01/17/2020 12:20AM ET,Hurkacz,46.77,0.62019029923781,0,-162,-168,-160,0.618320610687023,0.626865671641791,0.615384615384615,0
P,Aryna Sabalenka (14143350),Aryna Sabalenka,14143350,P,8700,Sabalenka@Yastremska 01/16/2020 07:30PM ET,Sabalenka,51.2,0.587813620071685,0,-148,-140,-140,0.596774193548387,0.583333333333333,0.583333333333333,0
P,Tommy Paul (14143351),Tommy Paul,14143351,P,8400,Harris@Paul 01/16/2020 09:00PM ET,Paul,45.65,0.571975345227959,0,-137,-134,-130,0.578059071729958,0.572649572649573,0.565217391304348,0
P,Shuai Zhang (14143352),Shuai Zhang,14143352,P,8200,Kudermetova@Zhang 01/17/2020 12:30AM ET,Zhang,41.99,0.555502871292345,1,-122,-128,-125,0.54954954954955,0.56140350877193,0.555555555555556,1
P,John Isner (14143353),John Isner,14143353,P,8100,Humbert@Isner 01/16/2020 11:00PM ET,Isner,61.61,0.526045159847977,0,-113,-110,-110,0.530516431924883,0.523809523809524,0.523809523809524,0
P,Ugo Humbert (14143354),Ugo Humbert,14143354,P,7800,Humbert@Isner 01/16/2020 11:00PM ET,Humbert,46.49,0.51996791036137,1,-109,-106,-110,0.521531100478469,0.514563106796116,0.523809523809524,1
P,Veronika Kudermetova (14143355),Veronika Kudermetova,14143355,P,7600,Kudermetova@Zhang 01/17/2020 12:30AM ET,Kudermetova,51.29,0.491987757126529,0,-103,108,105,0.507389162561576,0.480769230769231,0.487804878048781,0
P,Lloyd Harris (14143356),Lloyd Harris,14143356,P,7400,Harris@Paul 01/16/2020 09:00PM ET,Harris,38.2,0.480979364782839,1,112,102,110,0.471698113207547,0.495049504950495,0.476190476190476,1
P,Dayana Yastremska (14143357),Dayana Yastremska,14143357,P,7200,Sabalenka@Yastremska 01/16/2020 07:30PM ET,Yastremska,50.13,0.466232648026538,1,118,106,120,0.458715596330275,0.485436893203883,0.454545454545455,1
P,Benoit Paire (14143358),Benoit Paire,14143358,P,7000,Paire@Hurkacz 01/17/2020 12:20AM ET,Paire,46.29,0.420428446978696,1,130,144,140,0.434782608695652,0.40983606557377,0.416666666666667,1
P,Felix Auger-Aliassime (14143359),Felix Auger-Aliassime,14143359,P,6700,Auger-Aliassime@Rublev 01/17/2020 04:15AM ET,Auger-Aliassime,49.38,0.403120386285369,0,143,142,160,0.411522633744856,0.413223140495868,0.384615384615385,0
P,Heather Watson (14143360),Heather Watson,14143360,P,6600,Rybakina@Watson 01/17/2020 01:45AM ET,Watson,37.42,0.377448081850598,0,160,170,165,0.384615384615385,0.37037037037037,0.377358490566038,0
P,Danielle Collins (14143361),Danielle Collins,14143361,P,6500,Collins@Barty 01/17/2020 03:00AM ET,Collins,44.57,0.384710245975507,0,155,160,165,0.392156862745098,0.384615384615385,0.377358490566038,0
